ID: tm4726 | Título: 'Fast and Furious' | Ano de lançamento: 2001 | Gêneros: 'action,comedy' | Avaliação IMDB: 9.8
ID: ts80709 | Título: 'Another Life' | Ano de lançamento: 2019 | Gêneros: '['scifi', 'drama', 'thriller']' | Avaliação IMDB: 5.199999809265137
ID: ts80720 | Título: 'Scissor Seven' | Ano de lançamento: 2018 | Gêneros: '['comedy', 'drama', 'action', 'animation', 'fantasy', 'romance']' | Avaliação IMDB: 8.600000381469727
ID: ts80751 | Título: 'The Break with Michelle Wolf' | Ano de lançamento: 2018 | Gêneros: '['comedy']' | Avaliação IMDB: 5.099999904632568
ID: ts80856 | Título: 'Chilling Adventures of Sabrina' | Ano de lançamento: 2018 | Gêneros: '['thriller', 'scifi', 'drama', 'fantasy', 'horror']' | Avaliação IMDB: 7.400000095367432
ID: ts80859 | Título: 'Here to Heart' | Ano de lançamento: 2018 | Gêneros: '['drama', 'romance']' | Avaliação IMDB: 7.5
ID: ts80959 | Título: 'Sacred Games' | Ano de lançamento: 2018 | Gêneros: '['action', 'drama', 'crime', 'thriller']' | Avaliação IMDB: 8.5
ID: ts80962 | Título: 'Tuca & Bertie' | Ano de lançamento: 2019 | Gêneros: '['comedy', 'animation']' | Avaliação IMDB: 7.300000190734863
ID: ts80993 | Título: 'Kibaoh Klashers' | Ano de lançamento: 2017 | Gêneros: '['scifi']' | Avaliação IMDB: 6.400000095367432
ID: ts81007 | Título: 'After Life' | Ano de lançamento: 2019 | Gêneros: '['comedy', 'drama']' | Avaliação IMDB: 8.399999618530273
ID: ts81064 | Título: 'Legacies' | Ano de lançamento: 2018 | Gêneros: '['drama', 'scifi', 'fantasy', 'horror']' | Avaliação IMDB: 7.199999809265137
ID: ts81120 | Título: 'The Last Dance' | Ano de lançamento: 2020 | Gêneros: '['documentation', 'history', 'sport']' | Avaliação IMDB: 9.100000381469727
ID: ts81208 | Título: 'Charmed' | Ano de lançamento: 2018 | Gêneros: '['drama', 'scifi', 'fantasy']' | Avaliação IMDB: 4.599999904632568
ID: ts81294 | Título: 'Manifest' | Ano de lançamento: 2018 | Gêneros: '['drama', 'thriller', 'scifi']' | Avaliação IMDB: 7.099999904632568
ID: ts81331 | Título: 'She-Ra and the Princesses of Power' | Ano de lançamento: 2018 | Gêneros: '['scifi', 'animation', 'comedy', 'fantasy', 'family', 'action', 'drama']' | Avaliação IMDB: 7.800000190734863
ID: ts81344 | Título: 'Explained' | Ano de lançamento: 2018 | Gêneros: '['documentation']' | Avaliação IMDB: 8.0
ID: ts81414 | Título: 'Meteor Garden' | Ano de lançamento: 2018 | Gêneros: '['drama', 'romance']' | Avaliação IMDB: 7.900000095367432
ID: ts8146 | Título: 'The 100' | Ano de lançamento: 2014 | Gêneros: '['scifi', 'drama', 'action']' | Avaliação IMDB: 7.599999904632568
ID: ts81483 | Título: 'Simon' | Ano de lançamento: 2016 | Gêneros: '['comedy', 'family', 'animation']' | Avaliação IMDB: 7.0
ID: ts81485 | Título: 'Ponysitters Club' | Ano de lançamento: 2018 | Gêneros: '['family']' | Avaliação IMDB: 5.599999904632568
ID: ts81526 | Título: 'November 13: Attack on Paris' | Ano de lançamento: 2018 | Gêneros: '['documentation']' | Avaliação IMDB: 8.300000190734863
ID: ts81542 | Título: 'The Hollow' | Ano de lançamento: 2018 | Gêneros: '['comedy', 'scifi', 'animation', 'drama', 'family']' | Avaliação IMDB: 7.099999904632568
ID: ts81596 | Título: 'Black Crows' | Ano de lançamento: 2017 | Gêneros: '['drama', 'war', 'thriller']' | Avaliação IMDB: 5.300000190734863
ID: ts81632 | Título: 'A House of Blocks' | Ano de lançamento: 2017 | Gêneros: '['drama', 'horror']' | Avaliação IMDB: 2.299999952316284
ID: ts81646 | Título: 'Chambers' | Ano de lançamento: 2019 | Gêneros: '['drama', 'thriller', 'fantasy', 'horror']' | Avaliação IMDB: 6.400000095367432
ID: ts81734 | Título: 'Chosen' | Ano de lançamento: 2018 | Gêneros: '['action']' | Avaliação IMDB: 5.199999809265137
ID: ts8175 | Título: 'Call the Midwife' | Ano de lançamento: 2012 | Gêneros: '['family', 'drama', 'history', 'european']' | Avaliação IMDB: 8.5
ID: ts81757 | Título: 'The House of Flowers' | Ano de lançamento: 2018 | Gêneros: '['comedy', 'drama']' | Avaliação IMDB: 7.599999904632568
ID: ts81821 | Título: 'The Queen of Flow' | Ano de lançamento: 2018 | Gêneros: '['drama', 'family', 'music']' | Avaliação IMDB: 7.699999809265137
ID: ts81856 | Título: 'Borges' | Ano de lançamento: 2018 | Gêneros: '['comedy']' | Avaliação IMDB: 6.199999809265137
ID: ts81857 | Título: 'Club de Cuervos Presents: The Ballad of Hugo Sánchez' | Ano de lançamento: 2018 | Gêneros: '['comedy', 'drama']' | Avaliação IMDB: 6.5
ID: ts81858 | Título: 'Larva' | Ano de lançamento: 2011 | Gêneros: '['comedy', 'family', 'animation', 'drama', 'horror', 'thriller']' | Avaliação IMDB: 7.099999904632568
ID: ts81884 | Título: 'Bodyguard' | Ano de lançamento: 2018 | Gêneros: '['war', 'drama', 'thriller', 'crime', 'european']' | Avaliação IMDB: 8.100000381469727
ID: ts81885 | Título: 'The Good Cop' | Ano de lançamento: 2018 | Gêneros: '['drama', 'comedy', 'crime', 'documentation']' | Avaliação IMDB: 6.900000095367432
ID: ts81886 | Título: 'All About the Washingtons' | Ano de lançamento: 2018 | Gêneros: '['comedy', 'music']' | Avaliação IMDB: 4.5
ID: ts81918 | Título: 'Sugar Rush' | Ano de lançamento: 2018 | Gêneros: '['reality']' | Avaliação IMDB: 7.0
ID: ts81944 | Título: 'The Comedy Lineup' | Ano de lançamento: 2018 | Gêneros: '['comedy', 'action']' | Avaliação IMDB: 5.900000095367432
ID: ts82127 | Título: 'Sirius the Jaeger' | Ano de lançamento: 2018 | Gêneros: '['action', 'thriller', 'scifi', 'animation', 'history', 'horror']' | Avaliação IMDB: 6.699999809265137
ID: ts82160 | Título: 'Harvey Street Kids' | Ano de lançamento: 2018 | Gêneros: '['family', 'action', 'animation', 'comedy']' | Avaliação IMDB: 6.699999809265137
ID: ts82181 | Título: 'Back Street Girls -GOKUDOLS-' | Ano de lançamento: 2018 | Gêneros: '['comedy', 'animation']' | Avaliação IMDB: 6.699999809265137
ID: ts82189 | Título: 'BAKI' | Ano de lançamento: 2018 | Gêneros: '['drama', 'animation', 'action', 'crime', 'sport']' | Avaliação IMDB: 6.699999809265137
ID: ts82192 | Título: 'Samantha!' | Ano de lançamento: 2018 | Gêneros: '['comedy']' | Avaliação IMDB: 6.5
ID: ts82218 | Título: 'Hi Score Girl' | Ano de lançamento: 2018 | Gêneros: '['comedy', 'animation', 'action', 'romance']' | Avaliação IMDB: 8.0
ID: ts82228 | Título: 'Cells at Work!' | Ano de lançamento: 2018 | Gêneros: '['comedy', 'animation', 'action', 'fantasy']' | Avaliação IMDB: 7.5
ID: ts82268 | Título: 'GHOUL' | Ano de lançamento: 2018 | Gêneros: '['scifi', 'drama', 'thriller', 'fantasy', 'horror']' | Avaliação IMDB: 8.0
ID: ts82296 | Título: 'My ID is Gangnam Beauty' | Ano de lançamento: 2018 | Gêneros: '['drama', 'comedy', 'romance']' | Avaliação IMDB: 7.400000095367432
ID: ts82298 | Título: 'Familiar Wife' | Ano de lançamento: 2018 | Gêneros: '['scifi', 'drama', 'fantasy', 'romance']' | Avaliação IMDB: 7.699999809265137
ID: ts82302 | Título: 'Insatiable' | Ano de lançamento: 2018 | Gêneros: '['drama', 'comedy', 'thriller']' | Avaliação IMDB: 6.5
ID: ts82327 | Título: 'Три кота' | Ano de lançamento: 2015 | Gêneros: '['animation', 'scifi', 'comedy', 'family']' | Avaliação IMDB: 7.0
ID: ts82361 | Título: 'Ultraman' | Ano de lançamento: 2019 | Gêneros: '['animation', 'action', 'scifi', 'fantasy', 'drama']' | Avaliação IMDB: 6.800000190734863
ID: ts82372 | Título: 'The Epic Tales of Captain Underpants' | Ano de lançamento: 2018 | Gêneros: '['animation', 'comedy', 'action', 'family']' | Avaliação IMDB: 6.599999904632568
ID: ts82419 | Título: 'Zac & Mia' | Ano de lançamento: 2017 | Gêneros: '['drama']' | Avaliação IMDB: 7.800000190734863
ID: ts82424 | Título: '13 Reasons Why: Beyond the Reasons' | Ano de lançamento: 2017 | Gêneros: '['documentation']' | Avaliação IMDB: 6.199999809265137
ID: ts82445 | Título: 'Ashes of Love' | Ano de lançamento: 2018 | Gêneros: '['comedy', 'drama', 'thriller', 'fantasy', 'romance']' | Avaliação IMDB: 8.300000190734863
ID: ts82500 | Título: 'Treehouse Detectives' | Ano de lançamento: 2018 | Gêneros: '['animation']' | Avaliação IMDB: 7.599999904632568
ID: ts82526 | Título: 'Narcos: Mexico' | Ano de lançamento: 2018 | Gêneros: '['drama', 'crime']' | Avaliação IMDB: 8.399999618530273
ID: ts82559 | Título: 'Amazing Interiors' | Ano de lançamento: 2018 | Gêneros: '['documentation']' | Avaliação IMDB: 6.599999904632568
ID: ts82560 | Título: 'Dark Tourist' | Ano de lançamento: 2018 | Gêneros: '['action', 'documentation']' | Avaliação IMDB: 7.5
ID: ts82564 | Título: 'Jimmy: The True Story of a True Idiot' | Ano de lançamento: 2018 | Gêneros: '['drama', 'comedy']' | Avaliação IMDB: 6.800000190734863
ID: ts82565 | Título: 'Sparta' | Ano de lançamento: 2018 | Gêneros: '['thriller', 'drama']' | Avaliação IMDB: 6.599999904632568
ID: ts82584 | Título: 'Rise of the Teenage Mutant Ninja Turtles' | Ano de lançamento: 2018 | Gêneros: '['action', 'comedy', 'drama', 'scifi', 'family', 'fantasy', 'animation']' | Avaliação IMDB: 4.900000095367432
ID: ts82597 | Título: 'The Dragon Prince' | Ano de lançamento: 2018 | Gêneros: '['action', 'scifi', 'animation', 'family', 'fantasy', 'thriller', 'drama']' | Avaliação IMDB: 8.399999618530273
ID: ts82705 | Título: 'Cupcake & Dino - General Services' | Ano de lançamento: 2018 | Gêneros: '['animation', 'comedy', 'action', 'family']' | Avaliação IMDB: 7.5
ID: ts82739 | Título: 'Women of the Night' | Ano de lançamento: 2019 | Gêneros: '['drama', 'crime']' | Avaliação IMDB: 6.300000190734863
ID: ts82843 | Título: 'The Curious Creations of Christine McConnell' | Ano de lançamento: 2018 | Gêneros: '['comedy', 'reality', 'horror']' | Avaliação IMDB: 7.699999809265137
ID: ts82849 | Título: 'The Kominsky Method' | Ano de lançamento: 2018 | Gêneros: '['drama', 'comedy']' | Avaliação IMDB: 8.199999809265137
ID: ts82851 | Título: 'Messiah' | Ano de lançamento: 2020 | Gêneros: '['drama', 'thriller']' | Avaliação IMDB: 7.599999904632568
ID: ts82860 | Título: 'Against the Tide' | Ano de lançamento: 2014 | Gêneros: '['drama']' | Avaliação IMDB: 7.599999904632568
ID: ts82867 | Título: 'Becoming Champions' | Ano de lançamento: 2018 | Gêneros: '['documentation', 'sport']' | Avaliação IMDB: 6.699999809265137
ID: ts82875 | Título: 'Switched' | Ano de lançamento: 2018 | Gêneros: '['drama', 'scifi']' | Avaliação IMDB: 7.099999904632568
ID: ts82887 | Título: 'The Could've-Gone-All-the-Way Committee' | Ano de lançamento: 2018 | Gêneros: '['comedy', 'drama']' | Avaliação IMDB: 6.800000190734863
ID: ts82892 | Título: 'I Am a Killer' | Ano de lançamento: 2018 | Gêneros: '['documentation', 'crime']' | Avaliação IMDB: 7.400000095367432
ID: ts82912 | Título: 'Ratched' | Ano de lançamento: 2020 | Gêneros: '['drama', 'history', 'thriller', 'crime']' | Avaliação IMDB: 7.199999809265137
ID: ts82913 | Título: 'When They See Us' | Ano de lançamento: 2019 | Gêneros: '['drama', 'crime', 'history']' | Avaliação IMDB: 8.899999618530273
ID: ts82914 | Título: 'Dead to Me' | Ano de lançamento: 2019 | Gêneros: '['thriller', 'crime', 'drama', 'comedy']' | Avaliação IMDB: 8.0
ID: ts82915 | Título: 'Sex Education' | Ano de lançamento: 2019 | Gêneros: '['drama', 'comedy']' | Avaliação IMDB: 8.300000190734863
ID: ts82979 | Título: 'Talking Tom and Friends' | Ano de lançamento: 2014 | Gêneros: '['animation', 'comedy', 'drama', 'family', 'action', 'fantasy', 'european']' | Avaliação IMDB: 6.099999904632568
ID: ts83070 | Título: '72 Dangerous Animals: Asia' | Ano de lançamento: 2018 | Gêneros: '['documentation']' | Avaliação IMDB: 6.599999904632568
ID: ts83071 | Título: 'Afflicted' | Ano de lançamento: 2018 | Gêneros: '['documentation', 'thriller', 'reality']' | Avaliação IMDB: 5.099999904632568
ID: ts8308 | Título: 'Community' | Ano de lançamento: 2009 | Gêneros: '['comedy']' | Avaliação IMDB: 8.5
ID: ts83082 | Título: 'Living with Yourself' | Ano de lançamento: 2019 | Gêneros: '['drama', 'scifi', 'comedy']' | Avaliação IMDB: 7.199999809265137
ID: ts83107 | Título: 'V Wars' | Ano de lançamento: 2019 | Gêneros: '['scifi', 'drama', 'horror']' | Avaliação IMDB: 6.0
ID: ts83213 | Título: 'The Rise of Phoenixes' | Ano de lançamento: 2018 | Gêneros: '['drama', 'romance', 'history']' | Avaliação IMDB: 8.399999618530273
ID: ts83224 | Título: 'Toon' | Ano de lançamento: 2016 | Gêneros: '['comedy']' | Avaliação IMDB: 7.599999904632568
ID: ts83232 | Título: 'The Mire' | Ano de lançamento: 2018 | Gêneros: '['drama', 'crime', 'thriller']' | Avaliação IMDB: 7.0
ID: ts83247 | Título: 'Stay Here' | Ano de lançamento: 2018 | Gêneros: '['reality', 'documentation']' | Avaliação IMDB: 7.400000095367432
ID: ts83251 | Título: 'Magic for Humans' | Ano de lançamento: 2018 | Gêneros: '['reality', 'comedy']' | Avaliação IMDB: 7.099999904632568
ID: ts83359 | Título: '100 Days My Prince' | Ano de lançamento: 2018 | Gêneros: '['drama', 'thriller', 'comedy', 'action', 'history', 'romance']' | Avaliação IMDB: 7.699999809265137
ID: ts83360 | Título: 'The Guest' | Ano de lançamento: 2018 | Gêneros: '['drama', 'crime', 'thriller', 'horror', 'comedy']' | Avaliação IMDB: 8.100000381469727
ID: ts83407 | Título: 'Follow This' | Ano de lançamento: 2018 | Gêneros: '['documentation']' | Avaliação IMDB: 4.900000095367432
ID: ts83430 | Título: 'Smoking' | Ano de lançamento: 2018 | Gêneros: '['crime', 'drama', 'comedy']' | Avaliação IMDB: 7.400000095367432
ID: ts83449 | Título: 'Love Storm' | Ano de lançamento: 2016 | Gêneros: '['family']' | Avaliação IMDB: 5.5
ID: ts83450 | Título: 'Close Your Eyes Before It's Dark' | Ano de lançamento: 2016 | Gêneros: '['thriller', 'crime', 'drama']' | Avaliação IMDB: 7.0
ID: ts83455 | Título: 'Wanderlust' | Ano de lançamento: 2018 | Gêneros: '['drama']' | Avaliação IMDB: 7.0
ID: ts83457 | Título: 'Cleo & Cuquin' | Ano de lançamento: 2018 | Gêneros: '['animation', 'family']' | Avaliação IMDB: 8.100000381469727
ID: ts83491 | Título: 'WHAT / IF' | Ano de lançamento: 2019 | Gêneros: '['drama', 'thriller', 'romance']' | Avaliação IMDB: 6.300000190734863
ID: ts83502 | Título: 'Ad Vitam' | Ano de lançamento: 2018 | Gêneros: '['scifi', 'crime', 'drama']' | Avaliação IMDB: 6.400000095367432
ID: ts83537 | Título: 'Signs' | Ano de lançamento: 2018 | Gêneros: '['crime', 'thriller', 'european']' | Avaliação IMDB: 6.300000190734863
ID: ts83540 | Título: 'Paradise PD' | Ano de lançamento: 2018 | Gêneros: '['comedy', 'animation', 'action', 'crime']' | Avaliação IMDB: 6.800000190734863
ID: ts83554 | Título: 'Inside the Criminal Mind' | Ano de lançamento: 2018 | Gêneros: '['crime', 'documentation']' | Avaliação IMDB: 5.400000095367432
ID: ts83555 | Título: 'Roswell, New Mexico' | Ano de lançamento: 2019 | Gêneros: '['scifi', 'drama', 'romance']' | Avaliação IMDB: 6.099999904632568
ID: ts83561 | Título: 'Immortals' | Ano de lançamento: 2018 | Gêneros: '['scifi', 'action', 'drama', 'fantasy', 'thriller', 'music']' | Avaliação IMDB: 5.400000095367432
ID: ts83657 | Título: 'The Order' | Ano de lançamento: 2019 | Gêneros: '['scifi', 'drama', 'thriller', 'fantasy', 'horror']' | Avaliação IMDB: 6.699999809265137
ID: ts83710 | Título: 'First and Last' | Ano de lançamento: 2018 | Gêneros: '['documentation']' | Avaliação IMDB: 6.699999809265137
ID: ts83763 | Título: 'Black Earth Rising' | Ano de lançamento: 2018 | Gêneros: '['drama', 'crime', 'thriller']' | Avaliação IMDB: 7.400000095367432
ID: ts83790 | Título: 'The Beauty Inside' | Ano de lançamento: 2018 | Gêneros: '['comedy', 'drama', 'fantasy', 'romance']' | Avaliação IMDB: 7.599999904632568
ID: ts83810 | Título: 'Cannon Busters' | Ano de lançamento: 2019 | Gêneros: '['scifi', 'action', 'animation', 'fantasy']' | Avaliação IMDB: 6.599999904632568
ID: ts83906 | Título: 'Car Masters: Rust to Riches' | Ano de lançamento: 2018 | Gêneros: '['reality']' | Avaliação IMDB: 8.399999618530273
ID: ts83970 | Título: 'All American' | Ano de lançamento: 2018 | Gêneros: '['drama', 'sport']' | Avaliação IMDB: 7.599999904632568
ID: ts83999 | Título: 'Hilda' | Ano de lançamento: 2018 | Gêneros: '['animation', 'family', 'scifi', 'drama', 'fantasy', 'comedy']' | Avaliação IMDB: 8.5
ID: ts84010 | Título: 'Pine Gap' | Ano de lançamento: 2018 | Gêneros: '['drama', 'thriller']' | Avaliação IMDB: 7.099999904632568
ID: ts84056 | Título: 'Unauthorized Living' | Ano de lançamento: 2018 | Gêneros: '['drama']' | Avaliação IMDB: 7.400000095367432
ID: ts84129 | Título: 'No Good Nick' | Ano de lançamento: 2019 | Gêneros: '['comedy', 'family', 'drama']' | Avaliação IMDB: 5.900000095367432
ID: ts84135 | Título: 'The Inmate' | Ano de lançamento: 2018 | Gêneros: '['drama', 'crime', 'thriller']' | Avaliação IMDB: 6.900000095367432
ID: ts84146 | Título: 'Emily in Paris' | Ano de lançamento: 2020 | Gêneros: '['drama', 'comedy', 'romance']' | Avaliação IMDB: 6.900000095367432
ID: ts84167 | Título: 'Age of Rebellion' | Ano de lançamento: 2018 | Gêneros: '['crime', 'drama', 'romance']' | Avaliação IMDB: 8.600000381469727
ID: ts84200 | Título: 'Best.Worst.Weekend.Ever.' | Ano de lançamento: 2018 | Gêneros: '['comedy', 'family']' | Avaliação IMDB: 6.300000190734863
ID: ts84243 | Título: 'Baby' | Ano de lançamento: 2018 | Gêneros: '['drama']' | Avaliação IMDB: 6.800000190734863
ID: ts84280 | Título: 'Rascal Does Not Dream of Bunny Girl Senpai' | Ano de lançamento: 2018 | Gêneros: '['comedy', 'thriller', 'animation', 'fantasy', 'romance', 'drama']' | Avaliação IMDB: 8.100000381469727
ID: ts84328 | Título: 'The Bureau of Magical Things' | Ano de lançamento: 2018 | Gêneros: '['scifi', 'family', 'fantasy', 'drama']' | Avaliação IMDB: 6.699999809265137
ID: ts84335 | Título: '1983' | Ano de lançamento: 2018 | Gêneros: '['drama', 'thriller', 'crime']' | Avaliação IMDB: 6.699999809265137
ID: ts84341 | Título: 'What She Put on the Table' | Ano de lançamento: 2017 | Gêneros: '['drama']' | Avaliação IMDB: 7.300000190734863
ID: ts84346 | Título: 'Falsa identidad' | Ano de lançamento: 2018 | Gêneros: '['crime', 'action', 'drama', 'thriller']' | Avaliação IMDB: 7.0
ID: ts84372 | Título: 'YG Future Strategy Office' | Ano de lançamento: 2018 | Gêneros: '['comedy']' | Avaliação IMDB: 6.699999809265137
ID: ts84398 | Título: 'Little Things' | Ano de lançamento: 2016 | Gêneros: '['drama', 'romance', 'comedy']' | Avaliação IMDB: 8.199999809265137
ID: ts84533 | Título: 'Transformers: Cyberverse' | Ano de lançamento: 2018 | Gêneros: '['action', 'animation', 'scifi']' | Avaliação IMDB: 6.599999904632568
ID: ts84555 | Título: 'The Unknown Hitman: The Story of El Cholo Adrián' | Ano de lançamento: 2017 | Gêneros: '['action', 'crime']' | Avaliação IMDB: 6.599999904632568
ID: ts84586 | Título: 'Spinning Out' | Ano de lançamento: 2020 | Gêneros: '['drama', 'sport']' | Avaliação IMDB: 7.599999904632568
ID: ts84597 | Título: 'FIGHTWORLD' | Ano de lançamento: 2018 | Gêneros: '['documentation']' | Avaliação IMDB: 7.5
ID: ts84639 | Título: 'revisions' | Ano de lançamento: 2019 | Gêneros: '['animation', 'action', 'scifi']' | Avaliação IMDB: 5.900000095367432
ID: ts84644 | Título: 'Westside' | Ano de lançamento: 2018 | Gêneros: '['reality']' | Avaliação IMDB: 6.099999904632568
ID: ts84645 | Título: 'Medal of Honor' | Ano de lançamento: 2018 | Gêneros: '['documentation', 'war']' | Avaliação IMDB: 8.199999809265137
ID: ts84646 | Título: 'Warrior' | Ano de lançamento: 2018 | Gêneros: '['action', 'drama', 'crime']' | Avaliação IMDB: 6.699999809265137
ID: ts84661 | Título: 'Cursed' | Ano de lançamento: 2020 | Gêneros: '['action', 'scifi', 'fantasy', 'drama']' | Avaliação IMDB: 5.800000190734863
ID: ts84663 | Título: 'The Politician' | Ano de lançamento: 2019 | Gêneros: '['comedy', 'drama']' | Avaliação IMDB: 7.5
ID: ts84772 | Título: 'Ingress: The Animation' | Ano de lançamento: 2018 | Gêneros: '['scifi', 'animation', 'action']' | Avaliação IMDB: 6.5
ID: ts84779 | Título: 'Haunted' | Ano de lançamento: 2018 | Gêneros: '['documentation', 'horror', 'reality']' | Avaliação IMDB: 4.599999904632568
ID: ts84780 | Título: 'Wild District' | Ano de lançamento: 2018 | Gêneros: '['drama', 'action', 'crime', 'thriller']' | Avaliação IMDB: 8.199999809265137
ID: ts84782 | Título: 'Larva Island' | Ano de lançamento: 2018 | Gêneros: '['animation', 'comedy']' | Avaliação IMDB: 6.5
ID: ts84785 | Título: 'Dirty John' | Ano de lançamento: 2018 | Gêneros: '['crime', 'drama']' | Avaliação IMDB: 7.199999809265137
ID: ts84833 | Título: 'Diablero' | Ano de lançamento: 2018 | Gêneros: '['scifi', 'horror', 'thriller', 'family', 'drama', 'fantasy']' | Avaliação IMDB: 6.699999809265137
ID: ts84904 | Título: 'Tidelands' | Ano de lançamento: 2018 | Gêneros: '['scifi', 'drama', 'fantasy', 'crime']' | Avaliação IMDB: 6.800000190734863
ID: ts84930 | Título: 'The Hook Up Plan' | Ano de lançamento: 2018 | Gêneros: '['comedy', 'romance']' | Avaliação IMDB: 7.099999904632568
ID: ts84932 | Título: 'Super Drags' | Ano de lançamento: 2018 | Gêneros: '['animation', 'comedy', 'fantasy']' | Avaliação IMDB: 5.400000095367432
ID: ts84993 | Título: 'Daybreak' | Ano de lançamento: 2019 | Gêneros: '['scifi', 'drama', 'fantasy', 'horror', 'action', 'comedy', 'thriller']' | Avaliação IMDB: 6.599999904632568
ID: ts85034 | Título: 'Patriot Act with Hasan Minhaj' | Ano de lançamento: 2018 | Gêneros: '['comedy']' | Avaliação IMDB: 8.199999809265137
ID: ts85138 | Título: 'Dogs' | Ano de lançamento: 2018 | Gêneros: '['documentation', 'reality', 'history']' | Avaliação IMDB: 8.0
ID: ts85170 | Título: 'Memories of the Alhambra' | Ano de lançamento: 2018 | Gêneros: '['scifi', 'drama', 'action', 'thriller', 'romance']' | Avaliação IMDB: 7.800000190734863
ID: ts85175 | Título: 'Girl from Nowhere' | Ano de lançamento: 2018 | Gêneros: '['drama', 'thriller', 'crime', 'fantasy', 'horror']' | Avaliação IMDB: 7.599999904632568
ID: ts85183 | Título: 'Vai Anitta' | Ano de lançamento: 2018 | Gêneros: '['documentation', 'reality']' | Avaliação IMDB: 5.5
ID: ts85202 | Título: 'Brainchild' | Ano de lançamento: 2018 | Gêneros: '['documentation', 'family']' | Avaliação IMDB: 7.900000095367432
ID: ts85217 | Título: 'Motown Magic' | Ano de lançamento: 2018 | Gêneros: '['animation', 'comedy', 'family', 'fantasy', 'music']' | Avaliação IMDB: 7.900000095367432
ID: ts85250 | Título: 'Kulipari: Dream Walker' | Ano de lançamento: 2018 | Gêneros: '['animation', 'action', 'fantasy']' | Avaliação IMDB: 7.599999904632568
ID: ts85398 | Título: 'Our Planet' | Ano de lançamento: 2019 | Gêneros: '['documentation']' | Avaliação IMDB: 9.300000190734863
ID: ts85451 | Título: '45 RPM' | Ano de lançamento: 2019 | Gêneros: '['drama', 'music']' | Avaliação IMDB: 7.099999904632568
ID: ts85510 | Título: 'Rhythm + Flow' | Ano de lançamento: 2019 | Gêneros: '['reality', 'music']' | Avaliação IMDB: 7.599999904632568
ID: ts85568 | Título: 'Perfume' | Ano de lançamento: 2018 | Gêneros: '['crime', 'drama', 'thriller']' | Avaliação IMDB: 7.099999904632568
ID: ts85618 | Título: 'Prince of Peoria' | Ano de lançamento: 2018 | Gêneros: '['comedy', 'family']' | Avaliação IMDB: 5.699999809265137
ID: ts85619 | Título: 'Hache' | Ano de lançamento: 2019 | Gêneros: '['crime', 'drama', 'thriller']' | Avaliação IMDB: 6.5
ID: ts85659 | Título: '3Below: Tales of Arcadia' | Ano de lançamento: 2018 | Gêneros: '['scifi', 'action', 'comedy', 'family', 'fantasy', 'animation']' | Avaliação IMDB: 7.699999809265137
ID: ts85686 | Título: 'The Casketeers' | Ano de lançamento: 2018 | Gêneros: '['reality', 'documentation']' | Avaliação IMDB: 7.400000095367432
ID: ts85732 | Título: 'The Final Table' | Ano de lançamento: 2018 | Gêneros: '['reality']' | Avaliação IMDB: 7.599999904632568
ID: ts85810 | Título: 'Al Hayba' | Ano de lançamento: 2017 | Gêneros: '['drama', 'action', 'crime', 'romance', 'thriller']' | Avaliação IMDB: 7.300000190734863
ID: ts85822 | Título: 'Selection Day' | Ano de lançamento: 2018 | Gêneros: '['drama', 'comedy', 'sport']' | Avaliação IMDB: 7.300000190734863
ID: ts85837 | Título: 'SKY Castle' | Ano de lançamento: 2018 | Gêneros: '['drama']' | Avaliação IMDB: 8.600000381469727
ID: ts85895 | Título: 'Better Than Us' | Ano de lançamento: 2018 | Gêneros: '['scifi', 'drama']' | Avaliação IMDB: 7.300000190734863
ID: ts85953 | Título: 'Paprika' | Ano de lançamento: 2018 | Gêneros: '['family', 'animation']' | Avaliação IMDB: 7.900000095367432
ID: ts85967 | Título: 'Bumping Mics with Jeff Ross & Dave Attell' | Ano de lançamento: 2018 | Gêneros: '['comedy']' | Avaliação IMDB: 7.699999809265137
ID: ts85985 | Título: 'Cowboy Bebop' | Ano de lançamento: 2021 | Gêneros: '['scifi', 'action', 'drama', 'fantasy', 'comedy', 'crime']' | Avaliação IMDB: 6.599999904632568
ID: ts86021 | Título: 'Molang' | Ano de lançamento: 2015 | Gêneros: '['animation', 'comedy', 'family', 'european']' | Avaliação IMDB: 8.300000190734863
ID: ts86067 | Título: 'Death by Magic' | Ano de lançamento: 2018 | Gêneros: '['reality']' | Avaliação IMDB: 6.0
ID: ts86164 | Título: 'Hero Mask' | Ano de lançamento: 2018 | Gêneros: '['animation', 'action', 'thriller', 'scifi', 'crime']' | Avaliação IMDB: 6.099999904632568
ID: ts86165 | Título: 'The Society' | Ano de lançamento: 2019 | Gêneros: '['drama', 'scifi', 'thriller']' | Avaliação IMDB: 7.0
ID: ts86169 | Título: 'The Innocent Man' | Ano de lançamento: 2018 | Gêneros: '['documentation', 'crime']' | Avaliação IMDB: 7.300000190734863
ID: ts86279 | Título: 'Nailed It! Holiday!' | Ano de lançamento: 2018 | Gêneros: '['reality']' | Avaliação IMDB: 7.699999809265137
ID: ts86296 | Título: 'Sunderland 'Til I Die' | Ano de lançamento: 2018 | Gêneros: '['documentation', 'sport']' | Avaliação IMDB: 8.100000381469727
ID: ts86302 | Título: 'Check The Store Next Door' | Ano de lançamento: 2018 | Gêneros: '['comedy', 'drama']' | Avaliação IMDB: 7.699999809265137
